   category  currentStock  dailySales30dAvg  dailySales90dAvg lastReorderDate lastSaleDate  leadTimeDays  marginPct  reorderPoint  reorderQty  seasonalIndex      skuId                             skuName  stockoutDaysLast90d                supplier  unitCost  unitPrice  regra_bomba  regra_sazonal  regra_zumbi  score_risco
   CLEANING           178             10.16              5.37      2026-03-24   2026-03-27             7       56.5            97         552           1.74 SKU-007051                   Detergente Sul 2L                    1       AtacadÒo Nordeste      9.19      21.11        False          False        False            0
   CLEANING           119              4.80              4.77      2026-03-24   2026-03-31            14       55.2            89         135           1.06 SKU-007064                  SabÒo em p¾ Eco 2L                    0            Stock Direct     16.98      37.94        False          False        False            0
   CLEANING           671             11.74             10.07      2025-12-22   2026-03-27            21       43.8           280         559           0.81 SKU-007081                    Multiuso Maxi 1L                    0   VivaMais DistribuiþÒo     78.79     140.25        False          False        False            0
   CLEANING           149              0.00              0.16      2025-11-11   2026-01-12            21       48.3             1           1           0.98 SKU-007090               Multiuso PrimaCare 1L                    0       AtacadÒo Nordeste     19.93      38.56        False          False         True            0
   CLEANING           211              2.75              2.90      2026-02-28   2026-03-26            30       24.8           106         135           1.02 SKU-007103                  Multiuso Fresh 5kg                    0 PrimeFood Distribuidora     65.17      86.67        False          False        False            0
   CLEANING           133             14.27             11.77      2025-11-02   2026-03-30             5       42.2            92         806           0.82 SKU-007115               SabÒo em p¾ Fresh 5kg                    0 PrimeFood Distribuidora     17.68      30.61        False          False        False            0
   CLEANING            36             18.58             11.51      2025-12-19   2026-03-26            14       47.8           220        1003           1.16 SKU-007137                  Detergente Vita 2L                    0       AtacadÒo Nordeste      5.72      10.95         True          False        False           85
   CLEANING            50              1.82              1.93      2025-12-22   2026-03-30            14       20.2            31          62           1.09 SKU-007139             Desinfetante Vivace 5kg                    0         TopParts Brasil     71.68      89.81        False          False        False            0
   CLEANING           156             16.58             19.37      2026-03-06   2026-03-31             7       55.3           138         781           1.21 SKU-007141                 Detergente Vita 5kg                   18         MaxiSuprimentos     11.46      25.64        False          False        False            0
   CLEANING            33             14.48              7.15      2025-10-18   2026-03-30             3       36.9            58         542           1.31 SKU-007154              Desinfetante Eco 500ml                    1       Comercial Vit¾ria     57.60      91.22         True           True        False           85
   CLEANING           115              9.37              9.48      2026-01-21   2026-03-31             5       61.1            61         533           1.12 SKU-007155                Detergente Fresh 5kg                    1        Alianþa ComÚrcio     52.83     135.72        False          False        False            0
   CLEANING           108              0.00              0.09             NaN   2025-11-11             7       41.9             1           1           0.96 SKU-007160               SabÒo em p¾ Sul 500ml                    0            Stock Direct     71.91     123.86        False          False         True            0
   CLEANING            28              1.35              1.74      2026-03-02   2026-03-26            10       43.5            16          79           1.06 SKU-007166             Desinfetante Plus 500ml                    0         TopParts Brasil     48.29      85.50        False          False        False            0
   CLEANING            41              1.59              1.28      2025-10-11   2026-03-30            14       18.6            26          35           0.82 SKU-007169             Desinfetante Premium 2L                    0         MaxiSuprimentos     30.74      37.76        False          False        False            0
   CLEANING           366              8.81              9.86      2026-03-18   2026-03-28            30       47.1           365         461           0.81 SKU-007172             Desinfetante Vivace 5kg                    0         TopParts Brasil     23.11      43.72        False          False        False            0
   CLEANING            99              3.66              3.41      2025-12-16   2026-03-25            21       20.5            92         208           1.01 SKU-007186               Detergente Premium 2L                    0            Stock Direct     14.74      18.54        False          False        False            0
   CLEANING            43              5.44              5.23      2026-01-05   2026-03-29             7       44.0            42         162           1.07 SKU-007192            Detergente Premium 500ml                    0            Stock Direct     29.84      53.25        False          False        False            0
   CLEANING            50              2.75              2.85      2026-03-23   2026-03-24             7       61.6            22         152           0.85 SKU-007201            Desinfetante Original 2L                    0  Ponto Forte Atacadista     45.42     118.22        False          False        False            0
   CLEANING            72              3.80              3.67      2025-11-04   2026-03-27             7       27.8            39         117           1.14 SKU-007207                 Desinfetante Sul 2L                    0        Alianþa ComÚrcio     68.11      94.31        False          False        False            0
   CLEANING            23              2.35              2.57      2026-01-28   2026-03-26             5       27.4            16          50           0.88 SKU-007220                Detergente Sul 500ml                    0         MaxiSuprimentos     75.78     104.38        False          False        False            0
   CLEANING           248              5.91              5.56      2026-01-11   2026-03-28            14       46.3           109         165           1.11 SKU-007229              Detergente Original 1L                    1       AtacadÒo Nordeste     29.83      55.60        False          False        False            0
   CLEANING            26              0.79              0.79      2025-10-03   2026-03-29            14       45.1            14          29           1.15 SKU-007238              Multiuso Natural 500ml                    2 PrimeFood Distribuidora     30.53      55.65        False          False        False            0
   CLEANING           200              6.89              6.86      2026-03-01   2026-03-26            21       41.8           199         366           0.81 SKU-007243                Desinfetante Vita 1L                    0   Distribuidora Central      7.75      13.31        False          False        False            0
   CLEANING             5              0.43              0.50      2025-11-16   2026-03-29             7       63.5             4          13           1.22 SKU-007248               Detergente Maxi 500ml                    0            Stock Direct     33.56      91.94        False          False        False            0
   CLEANING           297              9.51              7.88      2026-01-20   2026-03-29            21       41.0           296         389           1.22 SKU-007251           SabÒo em p¾ Premium 500ml                    1            GlobalSupply     68.38     115.87        False          False        False            0
   CLEANING           422             16.22             17.77      2025-12-03   2026-03-24            10       58.4           180         729           1.20 SKU-007252                Desinfetante Maxi 1L                    0   Distribuidora Central     64.35     154.54        False          False        False            0
   CLEANING            33              3.22              3.64      2026-02-23   2026-03-26             5       30.3            18         140           0.80 SKU-007256               Multiuso PrimaCare 1L                    0   VivaMais DistribuiþÒo     13.27      19.03        False          False        False            0
   CLEANING             7              1.16              1.46      2026-03-23   2026-03-26             5       26.7             6          60           1.14 SKU-007261                Detergente Vivace 2L                    1        Alianþa ComÚrcio     48.80      66.62        False          False        False            0
   CLEANING            71              5.23              4.13      2025-10-09   2026-03-29             7       52.6            45         273           0.83 SKU-007264             Desinfetante Vita 500ml                    1            GlobalSupply     52.38     110.58        False          False        False            0
   CLEANING           137              2.26              1.76      2025-11-03   2026-03-30            21       48.5            58          98           1.23 SKU-007283                   Multiuso Mini 5kg                    0         MaxiSuprimentos     34.05      66.14        False          False        False            0
   CLEANING            19              6.65              3.94      2026-03-17   2026-03-31             7       30.1            67         392           1.41 SKU-007284               Detergente Silver 5kg                    0       Comercial Vit¾ria     10.19      14.57         True           True        False           85
   CLEANING           169             11.09             10.28      2026-02-19   2026-03-28            30       53.6           418         418           1.16 SKU-007286           Desinfetante Master 500ml                   24      Ind·stria Reunidas     46.49     100.21         True          False        False           85
   CLEANING           224              7.04              6.05      2025-10-22   2026-03-31            14       20.3           137         169           1.07 SKU-007296             Desinfetante Natural 2L                    0         MaxiSuprimentos     56.79      71.23        False          False        False            0
   CLEANING           224              4.20              4.69      2025-10-03   2026-03-24            21       61.9           116         116           0.95 SKU-007324                 SabÒo em p¾ Mini 1L                    0  Ponto Forte Atacadista     78.21     205.39        False          False        False            0
   CLEANING            90             26.21             27.49      2025-10-07   2026-03-30            21       60.2           728        1538           0.73 SKU-007332             Desinfetante Silver 5kg                    0        Alianþa ComÚrcio     26.39      66.35         True          False        False           85
   CLEANING            78              5.43              2.38      2025-11-10   2026-03-29            21       28.7           128         220           1.58 SKU-007361                Detergente Sul 500ml                   12            GlobalSupply      6.42       9.00         True           True        False           85
   CLEANING           691             23.05             22.78      2025-10-27   2026-03-30            21       35.7           690         773           0.83 SKU-007362                Desinfetante Maxi 2L                   15            GlobalSupply     61.78      96.09        False          False        False            0
   CLEANING            12              1.09              1.07      2025-11-27   2026-03-30             5       58.5             8          38           1.10 SKU-007364                SabÒo em p¾ Plus 5kg                    0   VivaMais DistribuiþÒo     46.54     112.07        False          False        False            0
   CLEANING           103              9.59              8.41      2025-12-08   2026-03-30             7       46.9            90         446           1.10 SKU-007371                   Detergente Eco 2L                    0       AtacadÒo Nordeste     34.79      65.53        False          False        False            0
   CLEANING            30              7.45              6.89      2026-02-05   2026-03-28             3       34.8            29         294           0.92 SKU-007376              Desinfetante Silver 1L                    0       AtacadÒo Nordeste      6.79      10.41        False          False        False            0
   CLEANING           303             25.04             21.50      2026-01-05   2026-03-26             5       31.2           167        1130           0.99 SKU-007381                  Multiuso Vivace 2L                    0       Comercial Vit¾ria     72.93     106.06        False          False        False            0
   CLEANING            88              7.96              7.20      2026-02-13   2026-03-30             7       43.5            62         368           1.08 SKU-007386                 Multiuso Gold 500ml                    0       Comercial Vit¾ria     53.97      95.53        False          False        False            0
   CLEANING           188              5.10              4.03      2026-03-03   2026-03-30            30       38.3           187         203           0.82 SKU-007396              Desinfetante Eco 500ml                    0   Distribuidora Central     70.25     113.82        False          False        False            0
   CLEANING           125              3.59              3.23      2025-11-05   2026-03-25            14       48.9            57         170           0.79 SKU-007414                 Multiuso Premium 2L                    0         TopParts Brasil      6.18      12.10        False          False        False            0
   CLEANING            19              1.70              2.07      2026-01-15   2026-03-28             7       55.5            17          88           1.15 SKU-007416             Desinfetante TopMark 1L                    1      Casa & Lar Atacado     12.14      27.28        False          False        False            0
   CLEANING             8              1.11              1.19      2026-02-27   2026-03-26             3       55.5             4          52           1.21 SKU-007452                  Detergente Maxi 1L                    0      Ind·stria Reunidas     51.13     114.98        False          False        False            0
   CLEANING            13              1.84              2.30      2025-12-29   2026-03-25             3       40.7             7          56           1.16 SKU-007459                 Desinfetante Sul 1L                    0      Ind·stria Reunidas     16.39      27.63        False          False        False            0
   CLEANING            24              3.01              2.72      2026-01-13   2026-03-24             3       32.6            10          98           0.74 SKU-007470                  Multiuso Aurora 2L                    0 PrimeFood Distribuidora     63.03      93.51        False          False        False            0
   CLEANING           102             10.36             10.23      2025-12-19   2026-03-24             7       42.7            85         442           1.00 SKU-007497                Detergente Master 1L                    2  Ponto Forte Atacadista     68.42     119.47        False          False        False            0
   CLEANING            39              7.60              3.79      2025-12-23   2026-03-30            10       42.3            84         381           1.50 SKU-007504             Desinfetante Premium 1L                    0       Comercial Vit¾ria     13.00      22.52         True           True        False          100
   CLEANING           222             12.92              4.88      2025-10-16   2026-03-29            10       28.4           176         774           1.31 SKU-007526             Detergente Original 5kg                    0      Ind·stria Reunidas      6.20       8.66        False          False        False            0
   CLEANING           108              6.89              3.88      2025-11-07   2026-03-25             7       32.3            59         323           1.50 SKU-007541                   Detergente Sul 1L                    1 PrimeFood Distribuidora      3.75       5.54        False          False        False            0
   CLEANING            32              2.21              2.85      2026-02-04   2026-03-30            10       31.8            28         112           1.04 SKU-007555               Desinfetante Plus 5kg                    0       Comercial Vit¾ria     29.38      43.09        False          False        False            0
   CLEANING             9              0.77              0.91      2025-11-12   2026-03-30             7       55.8             7          25           1.07 SKU-007558                    Multiuso Gold 1L                    0      Casa & Lar Atacado     42.39      95.86        False          False        False            0
   CLEANING            71              7.62              6.93      2026-03-14   2026-03-24             7       31.3            67         244           1.18 SKU-007591                    Multiuso Mini 1L                    0         TopParts Brasil     73.85     107.56        False          False        False            0
   CLEANING            33              1.20              1.33      2026-03-05   2026-03-26            10       60.3            16          50           1.17 SKU-007593                Detergente Aurora 1L                    0      Casa & Lar Atacado     54.16     136.38        False          False        False            0
   CLEANING           346             29.80             26.12      2025-10-10   2026-03-28             5       33.3           193        1166           1.05 SKU-007623               Detergente Aurora 5kg                    0      Casa & Lar Atacado      8.64      12.95        False          False        False            0
   CLEANING           132             12.39             11.05      2025-10-22   2026-03-25             5       49.5            81         278           1.03 SKU-007624                   Detergente Eco 2L                    1      Ind·stria Reunidas     56.73     112.44        False          False        False            0
   CLEANING            21              3.78              3.92      2025-12-02   2026-03-29             3       53.8            15         139           0.80 SKU-007637                SabÒo em p¾ Gold 5kg                    0       AtacadÒo Nordeste     64.27     139.11        False          False        False            0
   CLEANING            33              0.00              0.25             NaN   2025-11-13            10       48.7             1           1           1.02 SKU-007647                Multiuso Fresh 500ml                    2      Ind·stria Reunidas     22.84      44.51        False          False         True            0
   CLEANING           186              7.30              6.52      2026-01-10   2026-03-24            10       46.6            87         223           0.87 SKU-007653               Detergente Maxi 500ml                    0         TopParts Brasil     22.93      42.97        False          False        False            0
   CLEANING             7             22.42             25.66      2025-12-27   2026-03-25            21       41.7           518         989           0.77 SKU-007656             Desinfetante Plus 500ml                   14       Comercial Vit¾ria     53.32      91.47         True          False        False           85
   CLEANING            62              5.72              5.05      2025-11-30   2026-03-31             7       53.4            51         190           0.98 SKU-007661                 Multiuso Gold 500ml                    0            Stock Direct     61.03     130.86        False          False        False            0
   CLEANING           219             15.05             11.70      2026-03-22   2026-03-28             7       52.2           123         872           0.80 SKU-007664                Multiuso Natural 5kg                    0       AtacadÒo Nordeste     21.31      44.62        False          False        False            0
   CLEANING           184              8.38              8.29      2026-02-10   2026-03-25            10       34.1            93         426           1.23 SKU-007667           Desinfetante Master 500ml                    0            Stock Direct     13.24      20.09        False          False        False            0
   CLEANING           127              0.00              0.12      2025-12-20   2025-12-18            10       44.6             1           1           1.15 SKU-007689           SabÒo em p¾ Natural 500ml                    0      Ind·stria Reunidas     36.61      66.12        False          False         True            0
   CLEANING            33             15.28              5.60      2025-10-30   2026-03-29            30       45.5           547         547           1.90 SKU-007730                 Multiuso TopMark 1L                    0  Ponto Forte Atacadista     40.88      74.97         True           True        False          100
   CLEANING            21              1.65              1.89      2025-10-17   2026-03-26            10       33.9            20          69           0.85 SKU-007733             Desinfetante Mini 500ml                    0   Distribuidora Central     48.76      73.76        False          False        False            0
   CLEANING             5              0.61              0.52      2026-01-04   2026-03-29             5       53.1             3          25           1.23 SKU-007737             SabÒo em p¾ Original 2L                    0      Casa & Lar Atacado      7.58      16.17        False          False        False            0
   CLEANING           116              0.00              0.04      2025-11-24   2026-01-29            10       34.5             1           1           1.06 SKU-007747              Detergente Nordeste 1L                    0         MaxiSuprimentos     26.03      39.76        False          False         True            0
   CLEANING            70              9.31             10.52      2025-11-01   2026-03-31             5       22.7            67         264           0.70 SKU-007750             SabÒo em p¾ Nordeste 1L                    0       AtacadÒo Nordeste     34.72      44.91        False          False        False            0
   CLEANING            54              1.51              1.23      2025-12-10   2026-03-25            14       46.2            28          41           0.94 SKU-007753                   Multiuso Plus 5kg                    0      Casa & Lar Atacado     54.93     102.05        False          False        False            0
   CLEANING            61             10.16              8.64      2026-01-12   2026-03-25             3       35.3            33         349           1.11 SKU-007760           Desinfetante PrimaCare 2L                    0            GlobalSupply     48.50      75.00        False          False        False            0
   CLEANING           109              6.36              5.35      2026-02-13   2026-03-24             7       62.3            58         200           1.17 SKU-007772               Desinfetante Plus 5kg                    2   VivaMais DistribuiþÒo      7.29      19.34        False          False        False            0
   CLEANING           186              0.00              0.26             NaN   2025-10-19             7       28.4             1           1           1.04 SKU-007783                 Detergente Gold 5kg                    0       AtacadÒo Nordeste     39.57      55.26        False          False         True            0
   CLEANING           497             51.24             28.04      2025-10-13   2026-03-26            21       29.4           879        2475           1.15 SKU-007785                  SabÒo em p¾ Sul 1L                    0 PrimeFood Distribuidora     62.11      87.98         True          False        False           70
   CLEANING            15              1.23              1.75      2026-01-26   2026-03-28             7       25.3            10          58           1.10 SKU-007794                    Multiuso Gold 2L                    0       AtacadÒo Nordeste      7.64      10.22        False          False        False            0
   CLEANING           241              8.92              5.32      2025-11-09   2026-03-31            14       41.9           171         472           1.73 SKU-007832                 SabÒo em p¾ Sul 5kg                    0   Distribuidora Central     42.26      72.80        False          False        False            0
   CLEANING            77              3.96              4.56      2026-01-14   2026-03-26            10       53.1            54         158           0.71 SKU-007835               Multiuso PrimaCare 2L                    0        Alianþa ComÚrcio     23.71      50.57        False          False        False            0
   CLEANING            73              6.77              7.80      2025-12-02   2026-03-27             7       22.8            52         316           0.86 SKU-007846              Desinfetante Aurora 1L                    0        Alianþa ComÚrcio     63.28      81.94        False          False        False            0
   CLEANING           203             40.33             33.99      2026-02-01   2026-03-30            10       64.1           500         843           0.93 SKU-007864            Detergente Natural 500ml                   10      Casa & Lar Atacado     44.25     123.36         True          False        False           85
   CLEANING            18              0.95              1.07      2025-12-28   2026-03-30             7       64.9             7          22           1.02 SKU-007876              Desinfetante Vivace 1L                    0        Alianþa ComÚrcio     50.51     143.82        False          False        False            0
   CLEANING            67             14.78              7.73      2025-10-25   2026-03-28            14       62.3           235         477           1.30 SKU-007887                  SabÒo em p¾ Eco 1L                    0            GlobalSupply     50.24     133.39         True           True        False          100
   CLEANING            20              1.82              1.89      2026-03-03   2026-03-27             7       42.0            17          70           0.80 SKU-007890              Detergente Nordeste 2L                    0   VivaMais DistribuiþÒo     56.01      96.62        False          False        False            0
   CLEANING            72             12.94              5.19      2026-01-01   2026-03-31            10       49.9           178         659           1.81 SKU-007907               Desinfetante Plus 5kg                    0         TopParts Brasil     34.15      68.21         True           True        False          100
   CLEANING           257              8.97              8.96      2025-12-12   2026-03-28            10       49.2           110         202           0.76 SKU-007909              Desinfetante Pro 500ml                    0      Casa & Lar Atacado     54.42     107.16        False          False        False            0
   CLEANING            16              0.99              0.78      2026-02-10   2026-03-29             7       47.4             8          25           1.21 SKU-007916                   Multiuso Mini 5kg                    0      Ind·stria Reunidas     68.83     130.77        False          False        False            0
   CLEANING             8              0.75              0.70      2025-10-17   2026-03-24             5       40.8             5          29           0.72 SKU-007923                  Multiuso Aurora 1L                    0         TopParts Brasil     49.00      82.82        False          False        False            0
   CLEANING            35              3.52              2.98      2025-11-07   2026-03-26             5       42.9            20         182           1.18 SKU-007930             Desinfetante Maxi 500ml                    0         MaxiSuprimentos     77.65     136.01        False          False        False            0
   CLEANING           242              6.61              5.27      2026-03-13   2026-03-29            14       22.3           127         170           1.20 SKU-007939                 SabÒo em p¾ Maxi 2L                    5       AtacadÒo Nordeste     43.37      55.85        False          False        False            0
   CLEANING            39              2.03              2.07      2026-03-19   2026-03-27            10       23.0            25         112           0.88 SKU-007941           Desinfetante Silver 500ml                    1   Distribuidora Central      3.39       4.40        False          False        False            0
   CLEANING            13              1.15              0.95      2026-03-21   2026-03-26             5       21.0             6          56           0.77 SKU-007947             Detergente PrimaCare 2L                    0       AtacadÒo Nordeste     49.39      62.53        False          False        False            0
   CLEANING            52              2.01              1.62      2026-02-03   2026-03-29            10       54.6            25          68           0.87 SKU-007987                  Detergente Mini 1L                    0   VivaMais DistribuiþÒo     72.63     159.95        False          False        False            0
   CLEANING            14              1.66              1.77      2026-03-17   2026-03-29             3       58.1             6          38           1.10 SKU-007990              SabÒo em p¾ Natural 2L                    0   VivaMais DistribuiþÒo     56.87     135.59        False          False        False            0
   CLEANING            19             24.99             23.79      2026-03-17   2026-03-30             5       30.8           155         661           1.02 SKU-007993                 Multiuso TopMark 2L                    0       Comercial Vit¾ria     36.66      52.98         True          False        False           70
   CLEANING           794             55.77             33.75      2026-03-15   2026-03-28            14       61.3           570        2548           0.95 SKU-008000          Desinfetante TopMark 500ml                    0       Comercial Vit¾ria     24.83      64.16        False          False        False            0
   CLEANING            41              2.86              2.86      2025-12-30   2026-03-26             5       19.6            18         164           1.04 SKU-008010                    Multiuso Pro 5kg                    0       AtacadÒo Nordeste     59.98      74.58        False          False        False            0
   CLEANING            28              3.72              3.50      2026-01-08   2026-03-24             5       62.2            21          86           0.88 SKU-008017               Desinfetante Fresh 2L                    0         MaxiSuprimentos     43.64     115.34        False          False        False            0
   CLEANING            55              3.19              2.77      2025-12-14   2026-03-27             7       30.7            30          99           1.23 SKU-008053             Desinfetante Vivace 5kg                    0   VivaMais DistribuiþÒo     50.19      72.44        False          False        False            0
   CLEANING            31              3.14              2.48      2025-12-13   2026-03-29             5       19.6            17          65           1.09 SKU-008056               Desinfetante Plus 5kg                    0      Casa & Lar Atacado     24.05      29.91        False          False        False            0
   CLEANING            72              0.00              0.21             NaN   2025-10-06            21       44.3             1           1           0.74 SKU-008069                  Detergente Gold 2L                    0 PrimeFood Distribuidora     40.66      73.05        False          False         True            0
   CLEANING           184              4.13              4.24      2025-10-24   2026-03-29            21       49.8           106         134           0.84 SKU-008071                 Detergente Plus 5kg                    0       AtacadÒo Nordeste     49.63      98.86        False          False        False            0
   CLEANING           347              5.74              5.87      2025-11-05   2026-03-28            21       36.4           167         167           1.17 SKU-008093              Desinfetante Aurora 2L                    1            GlobalSupply      4.86       7.64        False          False        False            0
   CLEANING            39              2.04              2.58      2025-11-21   2026-03-28            14       59.7            38          51           0.79 SKU-008094                Detergente Master 2L                    0 PrimeFood Distribuidora     60.76     150.60        False          False        False            0
   CLEANING            15              1.21              1.39      2026-03-02   2026-03-30             5       58.4             8          68           0.74 SKU-008097              SabÒo em p¾ Silver 5kg                    0 PrimeFood Distribuidora     61.26     147.28        False          False        False            0
   CLEANING            93             29.69             29.89      2025-11-25   2026-03-25             7       27.5           297        1650           1.02 SKU-008125                Desinfetante Vita 2L                    0            Stock Direct     60.23      83.11         True          False        False           70
   CLEANING           256              3.02              2.54      2026-01-05   2026-03-24            30       25.7           134         134           1.08 SKU-008126                 SabÒo em p¾ Gold 1L                    0        Alianþa ComÚrcio     37.18      50.02        False          False        False            0
   CLEANING           376              8.88              6.86      2025-10-19   2026-03-28            21       42.9           237         261           0.73 SKU-008145               Multiuso Vivace 500ml                    0      Casa & Lar Atacado     40.07      70.22        False          False        False            0
   CLEANING           153              7.95              7.05      2025-10-04   2026-03-31             7       57.0            83         460           0.72 SKU-008152              Desinfetante Aurora 2L                    0         MaxiSuprimentos      8.28      19.27        False          False        False            0
   CLEANING           190             62.32             33.46      2026-01-24   2026-03-27             5       43.6           218        3701           0.93 SKU-008179                 Multiuso Vita 500ml                   15      Ind·stria Reunidas     43.39      76.97         True          False        False           85
   CLEANING            10              1.04              0.84      2025-11-01   2026-03-27             7       20.4             9          41           1.24 SKU-008182            Desinfetante Nordeste 1L                    0      Ind·stria Reunidas     61.96      77.81        False          False        False            0
   CLEANING           148              0.00              0.25             NaN   2025-10-13             7       49.2             1           1           1.25 SKU-008199                  Detergente Maxi 1L                    0      Casa & Lar Atacado     19.30      37.96        False          False         True            0
   CLEANING           950             34.61             24.04      2026-03-14   2026-03-25            10       37.4           279        1886           1.19 SKU-008208                  SabÒo em p¾ Eco 1L                    0      Ind·stria Reunidas     54.89      87.66        False          False        False            0
   CLEANING            95              9.81             11.95      2026-02-24   2026-03-25             7       59.5            94         477           0.89 SKU-008213                   Detergente Pro 2L                    0       Comercial Vit¾ria      6.53      16.14        False          False        False            0
   CLEANING            24              1.34              1.07      2026-03-23   2026-03-29             7       31.5            11          72           1.01 SKU-008218                 Detergente Fresh 1L                    1   Distribuidora Central     50.63      73.95        False          False        False            0
   CLEANING            12              2.12              1.92      2026-02-27   2026-03-30             3       32.8             9          90           0.74 SKU-008222                 Multiuso Mini 500ml                    0   Distribuidora Central     76.87     114.41        False          False        False            0
   CLEANING           262             10.99             10.38      2026-03-24   2026-03-29            10       57.9           137         413           0.84 SKU-008250               Desinfetante Fresh 2L                    0       Comercial Vit¾ria     62.30     147.82        False          False        False            0
   CLEANING           142              7.48              7.78      2025-12-07   2026-03-30            10       59.1            84         337           1.11 SKU-008253               Multiuso PrimaCare 2L                    0       AtacadÒo Nordeste     23.96      58.64        False          False        False            0
   CLEANING           547             28.75             28.00      2025-11-09   2026-03-25            10       26.7           379         580           0.92 SKU-008280                  Detergente Eco 5kg                    0       AtacadÒo Nordeste     41.07      56.03        False          False        False            0
   CLEANING            73              4.32              5.22      2026-01-28   2026-03-30            14       27.9            72          98           1.25 SKU-008299             SabÒo em p¾ Original 1L                    0   Distribuidora Central     32.48      45.08        False          False        False            0
   CLEANING            92              3.25              4.04      2025-12-30   2026-03-25            21       40.0            80         161           1.14 SKU-008308                Detergente Aurora 2L                    5            GlobalSupply     37.34      62.20        False          False        False            0
   CLEANING           127             10.02              9.68      2026-02-26   2026-03-26             7       27.5           102         469           0.96 SKU-008310                Desinfetante Vita 2L                   11       Comercial Vit¾ria     76.53     105.61        False          False        False            0
   CLEANING           185             12.62             11.18      2025-10-02   2026-03-28             5       33.6            77         466           0.81 SKU-008328                 Multiuso Silver 5kg                    5       AtacadÒo Nordeste      8.76      13.19        False          False        False            0
   CLEANING            31              7.58              3.75      2025-11-24   2026-03-25             7       41.7            60         395           1.67 SKU-008357                   Detergente Sul 2L                    4       AtacadÒo Nordeste      7.92      13.58         True           True        False          100
   CLEANING           189             10.35              9.70      2025-10-10   2026-03-30             7       25.3            81         334           0.70 SKU-008368                    Multiuso Vita 1L                    0         TopParts Brasil     48.79      65.28        False          False        False            0
   CLEANING            74              1.26              1.14      2025-11-05   2026-03-26            21       42.8            32          35           0.89 SKU-008376                   Multiuso Vita 5kg                    0      Casa & Lar Atacado     30.72      53.67        False          False        False            0
   CLEANING           127              4.28              4.17      2025-10-02   2026-03-28            21       64.7           126         140           0.90 SKU-008378           Desinfetante PrimaCare 1L                    0            GlobalSupply     18.76      53.17        False          False        False            0
   CLEANING           365             27.56             23.63      2026-01-31   2026-03-30            30       25.9          1070        1070           0.73 SKU-008382                  SabÒo em p¾ Pro 2L                    4   Distribuidora Central     39.96      53.90         True          False        False           70
   CLEANING           106             27.40             29.34      2026-03-13   2026-03-29            10       28.3           343        1511           0.75 SKU-008388                 Desinfetante Eco 1L                    8      Ind·stria Reunidas     50.91      71.04         True          False        False           70
   CLEANING            21              1.15              0.89      2025-12-25   2026-03-28            10       35.3            14          48           0.89 SKU-008401                  Multiuso Eco 500ml                    0 PrimeFood Distribuidora     54.15      83.69        False          False        False            0
   CLEANING           276              9.98              9.37      2026-03-14   2026-03-30            10       20.7           125         552           0.97 SKU-008411         Desinfetante Nordeste 500ml                    0      Casa & Lar Atacado     28.30      35.70        False          False        False            0
   CLEANING            69              1.73              1.69      2025-12-25   2026-03-28            21       21.1            49          53           1.21 SKU-008421              SabÒo em p¾ Aurora 5kg                    1       AtacadÒo Nordeste     16.57      20.99        False          False        False            0
   CLEANING            65              2.25              2.11      2026-03-14   2026-03-28            10       22.0            27          86           0.96 SKU-008458                 Multiuso Master 5kg                    0   VivaMais DistribuiþÒo      8.08      10.36        False          False        False            0
   CLEANING            84              1.70              1.70      2025-12-06   2026-03-24            21       56.3            42          51           0.81 SKU-008478          Desinfetante Premium 500ml                    1            Stock Direct     58.94     134.82        False          False        False            0
   CLEANING            45              2.21              2.29      2025-12-30   2026-03-27            14       55.7            44          76           1.00 SKU-008479               Detergente Maxi 500ml                    0 PrimeFood Distribuidora     70.94     160.24        False          False        False            0
   CLEANING           213             11.58              9.42      2025-11-13   2026-03-25             7       30.8           118         591           1.08 SKU-008488              Multiuso Premium 500ml                    0      Ind·stria Reunidas     46.21      66.81        False          False        False            0
   CLEANING           149             32.32             34.67      2026-01-10   2026-03-29            10       24.6           367         776           1.10 SKU-008516                 SabÒo em p¾ Sul 5kg                    1        Alianþa ComÚrcio     57.21      75.87         True          False        False           70
   CLEANING            14              6.61              2.75      2025-12-02   2026-03-29             3       21.6            23         291           1.68 SKU-008527                  Detergente Pro 5kg                    4  Ponto Forte Atacadista     37.52      47.85         True           True        False           85
   CLEANING           150              8.89              7.14      2026-01-04   2026-03-29             7       55.9            75         441           1.13 SKU-008532               Detergente TopMark 1L                    0      Ind·stria Reunidas     25.63      58.15        False          False        False            0
